Age,Workclass,Final Weight,Education,Education Number of Years,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income,Age_original,combined_group,sample_weight,Race_Sex_combined,Age_Sex_combined
Early Adulthood,Private,194901,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,30,Early Adulthood_Private_11th_Never-married_Handlers-cleaners_Own-child_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Local-gov,189265,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,31,Early Adulthood_Local-gov_HS-grad_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Midlife,Private,124692,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,42,Midlife_Private_HS-grad_Married-civ-spouse_Handlers-cleaners_Husband_White_Male_United-States,0.7978723404255319,White_Male,Midlife_Male
Youth,Private,432376,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K,24,Youth_Private_Bachelors_Never-married_Sales_Other-relative_White_Male_United-States,0.5,White_Male,Youth_Male
Early Adulthood,Private,65324,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,38,Early Adulthood_Private_Prof-school_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.5701754385964912,White_Male,Early Adulthood_Male
Midlife,Self-emp-not-inc,335605,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,Canada,>50K,56,Midlife_Self-emp-not-inc_HS-grad_Married-civ-spouse_Other-service_Husband_White_Male_Canada,0.5,White_Male,Midlife_Male
Early Adulthood,Private,377869,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States,<=50K,28,Early Adulthood_Private_Some-college_Married-civ-spouse_Sales_Wife_White_Female_United-States,0.9090909090909092,White_Female,Early Adulthood_Female
Early Adulthood,Private,102864,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,36,Early Adulthood_Private_HS-grad_Never-married_Machine-op-inspct_Own-child_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Midlife,Private,95647,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K,53,Midlife_Private_9th_Married-civ-spouse_Handlers-cleaners_Husband_White_Male_United-States,0.6666666666666666,White_Male,Midlife_Male
Midlife,Self-emp-inc,303090,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,56,Midlife_Self-emp-inc_Some-college_Married-civ-spouse_Sales_Husband_White_Male_United-States,1.4230769230769231,White_Male,Midlife_Male
Midlife,Local-gov,197371,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K,49,Midlife_Local-gov_Assoc-voc_Married-civ-spouse_Craft-repair_Husband_Black_Male_United-States,0.5,Black_Male,Midlife_Male
Midlife,Private,247552,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,<=50K,55,Midlife_Private_Some-college_Married-civ-spouse_Sales_Husband_White_Male_United-States,1.1928571428571428,White_Male,Midlife_Male
Youth,Private,102632,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,<=50K,22,Youth_Private_HS-grad_Never-married_Craft-repair_Not-in-family_White_Male_United-States,0.5,White_Male,Youth_Male
Youth,Private,199915,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,21,Youth_Private_Some-college_Never-married_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Private,118853,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,40,Early Adulthood_Private_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,2.136986301369863,White_Male,Early Adulthood_Male
Early Adulthood,Private,77143,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,<=50K,30,Early Adulthood_Private_Bachelors_Never-married_Exec-managerial_Own-child_Black_Male_Germany,0.5,Black_Male,Early Adulthood_Male
Early Adulthood,State-gov,267989,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,29,Early Adulthood_State-gov_Bachelors_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.75,White_Male,Early Adulthood_Male
Youth,Private,301606,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K,19,Youth_Private_Some-college_Never-married_Other-service_Own-child_Black_Male_United-States,0.5,Black_Male,Youth_Male
Midlife,Private,287828,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,47,Midlife_Private_Bachelors_Married-civ-spouse_Exec-managerial_Wife_White_Female_United-States,0.6875,White_Female,Midlife_Female
Youth,Private,111697,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,United-States,<=50K,20,Youth_Private_Some-college_Never-married_Adm-clerical_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Private,114937,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,31,Early Adulthood_Private_Assoc-acdm_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,1.1,White_Male,Early Adulthood_Male
Early Adulthood,?,129305,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,35,Early Adulthood_?_HS-grad_Married-civ-spouse_?_Husband_White_Male_United-States,0.5588235294117647,White_Male,Early Adulthood_Male
Early Adulthood,Private,365739,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,39,Early Adulthood_Private_Some-college_Divorced_Craft-repair_Not-in-family_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,69621,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K,28,Early Adulthood_Private_Assoc-acdm_Never-married_Sales_Not-in-family_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Youth,Private,43323,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,United-States,<=50K,24,Youth_Private_HS-grad_Never-married_Other-service_Not-in-family_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Self-emp-not-inc,120985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,35,United-States,<=50K,38,Early Adulthood_Self-emp-not-inc_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.6027397260273972,White_Male,Early Adulthood_Male
Early Adulthood,Private,254202,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,37,Early Adulthood_Private_Bachelors_Married-civ-spouse_Sales_Husband_White_Male_United-States,2.056603773584906,White_Male,Early Adulthood_Male
Midlife,Private,146195,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States,<=50K,46,Midlife_Private_Assoc-acdm_Divorced_Tech-support_Not-in-family_Black_Female_United-States,0.5,Black_Female,Midlife_Female
Early Adulthood,Federal-gov,125933,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,>50K,38,Early Adulthood_Federal-gov_Masters_Married-civ-spouse_Prof-specialty_Husband_White_Male_Iran,0.5,White_Male,Early Adulthood_Male
Midlife,Self-emp-not-inc,56920,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,43,Midlife_Self-emp-not-inc_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.6666666666666666,White_Male,Midlife_Male
Early Adulthood,Private,163127,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K,27,Early Adulthood_Private_Assoc-voc_Married-civ-spouse_Adm-clerical_Wife_White_Female_United-States,0.75,White_Female,Early Adulthood_Female
Youth,Private,34310,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,20,Youth_Private_Some-college_Never-married_Sales_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,Private,81973,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,49,Midlife_Private_Some-college_Married-civ-spouse_Craft-repair_Husband_Asian-Pac-Islander_Male_United-States,1.0,Asian-Pac-Islander_Male,Midlife_Male
Elderly,Self-emp-inc,66614,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,61,Elderly_Self-emp-inc_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.75,White_Male,Elderly_Male
Early Adulthood,Private,232782,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,27,Early Adulthood_Private_Some-college_Never-married_Sales_Own-child_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Youth,Private,316868,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico,<=50K,19,Youth_Private_Some-college_Never-married_Other-service_Own-child_White_Male_Mexico,0.5,White_Male,Youth_Male
Midlife,Private,196584,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States,>50K,45,Midlife_Private_Assoc-voc_Never-married_Prof-specialty_Not-in-family_White_Female_United-States,2.5,White_Female,Midlife_Female
Elderly,Private,105376,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K,70,Elderly_Private_Some-college_Never-married_Tech-support_Other-relative_White_Male_United-States,0.5,White_Male,Elderly_Male
Early Adulthood,Private,185814,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,30,United-States,<=50K,31,Early Adulthood_Private_HS-grad_Never-married_Transport-moving_Unmarried_Black_Female_United-States,0.5,Black_Female,Early Adulthood_Female
Youth,Private,175374,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States,<=50K,22,Youth_Private_Some-college_Married-civ-spouse_Other-service_Husband_White_Male_United-States,0.5,White_Male,Youth_Male
Early Adulthood,Private,108293,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K,36,Early Adulthood_Private_HS-grad_Widowed_Other-service_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Elderly,Private,181232,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States,<=50K,64,Elderly_Private_11th_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.625,White_Male,Elderly_Male
Midlife,?,174662,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,43,Midlife_?_Some-college_Divorced_?_Not-in-family_White_Female_United-States,0.5714285714285714,White_Female,Midlife_Female
Midlife,Local-gov,186009,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico,<=50K,47,Midlife_Local-gov_Some-college_Divorced_Adm-clerical_Unmarried_White_Female_Mexico,0.5,White_Female,Midlife_Female
Early Adulthood,Private,198183,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,34,Early Adulthood_Private_HS-grad_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Private,163003,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,33,Early Adulthood_Private_Bachelors_Never-married_Exec-managerial_Other-relative_Asian-Pac-Islander_Female_Philippines,0.5,Asian-Pac-Islander_Female,Early Adulthood_Female
Youth,Private,296158,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K,21,Youth_Private_HS-grad_Never-married_Craft-repair_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,?,252903,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,45,United-States,>50K,52,Midlife_?_HS-grad_Divorced_?_Not-in-family_White_Male_United-States,3.5,White_Male,Midlife_Male
Midlife,Private,187715,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K,48,Midlife_Private_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.9172794117647058,White_Male,Midlife_Male
Youth,Private,214542,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,23,Youth_Private_Bachelors_Never-married_Handlers-cleaners_Not-in-family_White_Male_United-States,0.5,White_Male,Youth_Male
Elderly,Self-emp-not-inc,494223,Some-college,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States,<=50K,71,Elderly_Self-emp-not-inc_Some-college_Separated_Sales_Unmarried_Black_Male_United-States,0.5,Black_Male,Elderly_Male
Early Adulthood,Private,191535,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K,29,Early Adulthood_Private_HS-grad_Divorced_Craft-repair_Not-in-family_White_Male_United-States,0.5068493150684932,White_Male,Early Adulthood_Male
Midlife,Private,228456,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,United-States,<=50K,42,Midlife_Private_Bachelors_Separated_Other-service_Other-relative_Black_Male_United-States,0.5,Black_Male,Midlife_Male
Elderly,?,38317,1st-4th,2,Divorced,?,Not-in-family,White,Female,0,0,20,United-States,<=50K,68,Elderly_?_1st-4th_Divorced_?_Not-in-family_White_Female_United-States,0.5,White_Female,Elderly_Female
Youth,Private,252752,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,25,Youth_Private_HS-grad_Never-married_Other-service_Unmarried_White_Female_United-States,0.5,White_Female,Youth_Female
Midlife,Self-emp-inc,78374,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,44,Midlife_Self-emp-inc_Masters_Divorced_Exec-managerial_Unmarried_Asian-Pac-Islander_Female_United-States,0.5,Asian-Pac-Islander_Female,Midlife_Female
Early Adulthood,Private,88419,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,<=50K,28,Early Adulthood_Private_HS-grad_Never-married_Exec-managerial_Not-in-family_Asian-Pac-Islander_Female_England,0.5,Asian-Pac-Islander_Female,Early Adulthood_Female
Midlife,Self-emp-not-inc,201080,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,45,Midlife_Self-emp-not-inc_Masters_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.85,White_Male,Midlife_Male
Early Adulthood,Private,207157,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K,36,Early Adulthood_Private_Some-college_Divorced_Other-service_Unmarried_White_Female_Mexico,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Federal-gov,235485,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,<=50K,39,Early Adulthood_Federal-gov_Assoc-acdm_Never-married_Exec-managerial_Not-in-family_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Midlife,State-gov,102628,Masters,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,40,United-States,<=50K,46,Midlife_State-gov_Masters_Widowed_Protective-serv_Unmarried_White_Male_United-States,0.5,White_Male,Midlife_Male
Youth,Private,25828,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K,18,Youth_Private_11th_Never-married_Handlers-cleaners_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Elderly,Local-gov,54826,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K,66,Elderly_Local-gov_Assoc-voc_Widowed_Prof-specialty_Not-in-family_White_Female_United-States,0.5,White_Female,Elderly_Female
Early Adulthood,Private,124953,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States,<=50K,27,Early Adulthood_Private_HS-grad_Never-married_Other-service_Not-in-family_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,State-gov,175325,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,28,Early Adulthood_State-gov_HS-grad_Married-civ-spouse_Protective-serv_Husband_White_Male_United-States,0.7,White_Male,Early Adulthood_Male
Midlife,Private,96062,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K,51,Midlife_Private_Some-college_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.8608247422680413,White_Male,Midlife_Male
Early Adulthood,Private,428030,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,27,Early Adulthood_Private_Bachelors_Never-married_Craft-repair_Not-in-family_White_Male_United-States,0.5555555555555556,White_Male,Early Adulthood_Male
Early Adulthood,State-gov,149624,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,28,Early Adulthood_State-gov_Bachelors_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.75,White_Male,Early Adulthood_Male
Early Adulthood,Private,253814,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K,27,Early Adulthood_Private_HS-grad_Married-spouse-absent_Sales_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Youth,Private,312956,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K,21,Youth_Private_HS-grad_Never-married_Craft-repair_Own-child_Black_Male_United-States,0.5,Black_Male,Youth_Male
Early Adulthood,Private,483777,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,34,Early Adulthood_Private_HS-grad_Never-married_Handlers-cleaners_Not-in-family_Black_Male_United-States,0.5,Black_Male,Early Adulthood_Male
Youth,Private,183930,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K,18,Youth_Private_HS-grad_Never-married_Other-service_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Early Adulthood,Private,37274,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K,33,Early Adulthood_Private_Bachelors_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,1.956140350877193,White_Male,Early Adulthood_Male
Midlife,Local-gov,181344,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States,>50K,44,Midlife_Local-gov_Some-college_Married-civ-spouse_Exec-managerial_Husband_Black_Male_United-States,0.5,Black_Male,Midlife_Male
