Age,Workclass,Final Weight,Education,Education Number of Years,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Age_original,Income,Race_Sex_combined,Age_Sex_combined
Early Adulthood,Private,483777,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,34,<=50K,Black_Male,Early Adulthood_Male
Youth,Private,183930,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,18,<=50K,White_Male,Youth_Male
Early Adulthood,Private,37274,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,33,<=50K,White_Male,Early Adulthood_Male
Midlife,Local-gov,181344,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States,44,>50K,Black_Male,Midlife_Male
Midlife,Private,114580,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,43,<=50K,White_Female,Midlife_Female
Early Adulthood,Private,633742,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,30,<=50K,Black_Male,Early Adulthood_Male
Early Adulthood,Private,286370,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,40,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Federal-gov,29054,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,37,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,304030,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,34,<=50K,Black_Male,Early Adulthood_Male
Midlife,Self-emp-not-inc,143129,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,41,<=50K,White_Female,Midlife_Female
Midlife,?,135105,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,50,United-States,53,<=50K,White_Female,Midlife_Female
Early Adulthood,Private,99928,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,31,<=50K,White_Female,Early Adulthood_Female
Midlife,State-gov,109567,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,58,>50K,White_Male,Midlife_Male
Early Adulthood,Private,155222,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,28,United-States,38,<=50K,Black_Female,Early Adulthood_Female
Youth,Private,159567,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,24,<=50K,White_Male,Youth_Male
Midlife,Local-gov,523910,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,41,<=50K,Black_Male,Midlife_Male
Midlife,Private,120939,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,47,<=50K,White_Male,Midlife_Male
Midlife,Federal-gov,130760,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States,41,<=50K,White_Male,Midlife_Male
Youth,Private,197387,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,Mexico,23,<=50K,White_Male,Youth_Male
Early Adulthood,Private,99374,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,36,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Federal-gov,56795,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,55,United-States,40,>50K,White_Female,Early Adulthood_Female
Early Adulthood,Private,138992,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,0,40,United-States,35,>50K,White_Male,Early Adulthood_Male
Youth,Self-emp-not-inc,32921,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,24,<=50K,White_Male,Youth_Male
Early Adulthood,Private,397317,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,26,<=50K,White_Female,Early Adulthood_Female
Youth,?,170653,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,Italy,19,<=50K,White_Male,Youth_Male
Midlife,Private,259323,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,51,>50K,White_Male,Midlife_Male
Midlife,Local-gov,254817,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1340,40,United-States,42,<=50K,White_Female,Midlife_Female
Early Adulthood,State-gov,48211,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,37,<=50K,White_Female,Early Adulthood_Female
Youth,Private,140164,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,18,<=50K,White_Female,Youth_Female
Early Adulthood,Private,128757,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,36,United-States,36,>50K,Black_Male,Early Adulthood_Male
Early Adulthood,Private,36270,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,35,<=50K,White_Male,Early Adulthood_Male
Midlife,Self-emp-inc,210563,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,15024,0,35,United-States,58,>50K,White_Female,Midlife_Female
Youth,Private,65368,11th,7,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,17,<=50K,White_Female,Youth_Female
Midlife,Local-gov,160943,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,44,<=50K,Black_Male,Midlife_Male
Early Adulthood,Private,208358,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,37,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,153790,Some-college,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,35,<=50K,Amer-Indian-Eskimo_Female,Early Adulthood_Female
Midlife,Private,85815,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,60,<=50K,Asian-Pac-Islander_Male,Midlife_Male
Midlife,Self-emp-inc,125417,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,54,>50K,White_Male,Midlife_Male
Early Adulthood,Private,635913,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,60,United-States,37,>50K,Black_Male,Early Adulthood_Male
Midlife,Private,313321,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,50,<=50K,White_Female,Midlife_Female
Early Adulthood,Private,182609,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Poland,38,<=50K,White_Male,Early Adulthood_Male
Midlife,Private,109434,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,45,<=50K,White_Male,Midlife_Male
Youth,Private,255004,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,25,<=50K,White_Male,Youth_Male
Early Adulthood,Private,197860,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,31,<=50K,White_Male,Early Adulthood_Male
Elderly,?,187656,1st-4th,2,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,64,<=50K,White_Male,Elderly_Male
Elderly,Private,51744,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,2206,40,United-States,90,<=50K,Black_Male,Elderly_Male
Midlife,Private,176681,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,20,United-States,54,<=50K,Black_Male,Midlife_Male
Midlife,Local-gov,140359,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,53,<=50K,White_Female,Midlife_Female
Youth,Private,243313,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,18,<=50K,White_Female,Youth_Female
Midlife,?,24215,10th,6,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,10,United-States,60,<=50K,Amer-Indian-Eskimo_Female,Midlife_Female
Elderly,Self-emp-not-inc,167687,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,50,United-States,66,<=50K,White_Male,Elderly_Male
Elderly,Private,314209,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,Columbia,75,<=50K,White_Female,Elderly_Female
Elderly,Private,176796,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,65,<=50K,White_Female,Elderly_Female
Early Adulthood,Private,538583,11th,7,Separated,Transport-moving,Not-in-family,Black,Male,3674,0,40,United-States,35,<=50K,Black_Male,Early Adulthood_Male
Midlife,Private,130408,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0,0,38,United-States,41,<=50K,Black_Female,Midlife_Female
Youth,Private,159732,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,25,<=50K,White_Male,Youth_Male
Early Adulthood,Private,110978,Some-college,10,Divorced,Craft-repair,Other-relative,Other,Female,0,0,40,United-States,33,<=50K,Other_Female,Early Adulthood_Female
Early Adulthood,Private,76714,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,28,>50K,White_Male,Early Adulthood_Male
Midlife,State-gov,268700,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,59,<=50K,White_Male,Midlife_Male
Early Adulthood,State-gov,170525,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,40,<=50K,White_Female,Early Adulthood_Female
Midlife,Private,180138,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Iran,41,>50K,White_Male,Midlife_Male
Early Adulthood,Local-gov,115076,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,38,>50K,White_Male,Early Adulthood_Male
Youth,Private,115458,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,23,<=50K,White_Male,Youth_Male
Early Adulthood,Private,347890,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,40,>50K,White_Male,Early Adulthood_Male
Midlife,Self-emp-not-inc,196001,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States,41,<=50K,White_Female,Midlife_Female
Youth,State-gov,273905,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,24,<=50K,White_Male,Youth_Male
Youth,?,119156,Some-college,10,Never-married,?,Own-child,White,Male,0,0,20,United-States,20,<=50K,White_Male,Youth_Male
Early Adulthood,Private,179488,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States,38,<=50K,White_Male,Early Adulthood_Male
Midlife,Private,203580,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,?,56,<=50K,White_Male,Midlife_Male
Midlife,Private,236596,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,58,>50K,White_Male,Midlife_Male
Early Adulthood,Private,183916,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,34,United-States,32,<=50K,White_Female,Early Adulthood_Female
Early Adulthood,Private,207578,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,60,United-States,40,>50K,White_Male,Early Adulthood_Male
Midlife,Private,153141,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,?,45,<=50K,White_Male,Midlife_Male
Midlife,Private,112763,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,41,>50K,White_Female,Midlife_Female
Midlife,Private,390781,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,42,<=50K,Black_Female,Midlife_Female
Midlife,Local-gov,171328,10th,6,Widowed,Other-service,Unmarried,Black,Female,0,0,30,United-States,59,<=50K,Black_Female,Midlife_Female
Youth,Local-gov,27382,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,19,<=50K,White_Male,Youth_Male
Midlife,Private,259014,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,58,<=50K,White_Male,Midlife_Male
Midlife,Self-emp-not-inc,303044,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,42,>50K,Asian-Pac-Islander_Male,Midlife_Male
Youth,Private,117789,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,20,<=50K,White_Female,Youth_Female
Early Adulthood,Private,172579,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,30,United-States,32,<=50K,White_Female,Early Adulthood_Female
Midlife,Private,187666,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,45,<=50K,White_Female,Midlife_Female
Midlife,Private,204518,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,50,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,150042,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,36,<=50K,White_Female,Early Adulthood_Female
Midlife,Private,98092,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,45,<=50K,White_Male,Midlife_Male
Youth,Private,245918,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,17,<=50K,White_Male,Youth_Male
Midlife,Private,146013,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,59,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,378322,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,26,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Self-emp-inc,257295,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,75,Thailand,37,>50K,Asian-Pac-Islander_Male,Early Adulthood_Male
Youth,?,218956,Some-college,10,Never-married,?,Own-child,White,Male,0,0,24,Canada,19,<=50K,White_Male,Youth_Male
Elderly,Private,21174,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,64,>50K,White_Male,Elderly_Male
Early Adulthood,Private,185480,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,33,<=50K,White_Female,Early Adulthood_Female
Early Adulthood,Private,222205,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,33,>50K,White_Female,Early Adulthood_Female
Elderly,Private,69867,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,61,>50K,White_Male,Elderly_Male
Youth,Private,191260,9th,5,Never-married,Other-service,Own-child,White,Male,1055,0,24,United-States,17,<=50K,White_Male,Youth_Male
Midlife,Self-emp-not-inc,30653,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,0,98,United-States,50,<=50K,White_Male,Midlife_Male
Early Adulthood,Local-gov,209109,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States,27,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,70377,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,30,<=50K,White_Female,Early Adulthood_Female
Midlife,Private,477983,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,43,<=50K,Black_Male,Midlife_Male
Midlife,Private,170924,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,44,>50K,White_Male,Midlife_Male
Early Adulthood,Private,190174,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,35,<=50K,White_Female,Early Adulthood_Female
Youth,Private,193787,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,25,<=50K,White_Female,Youth_Female
Youth,Private,279472,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48,United-States,24,>50K,White_Female,Youth_Female
Youth,Private,34918,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,Germany,22,<=50K,White_Female,Youth_Female
Midlife,Local-gov,97688,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,42,>50K,White_Male,Midlife_Male
Early Adulthood,Private,175413,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,0,0,45,United-States,34,<=50K,Black_Female,Early Adulthood_Female
Midlife,Private,173960,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,42,United-States,60,<=50K,White_Female,Midlife_Female
Youth,Private,205759,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,21,<=50K,White_Male,Youth_Male
Midlife,Federal-gov,425161,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,57,>50K,White_Male,Midlife_Male
Midlife,Private,220531,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,41,>50K,White_Male,Midlife_Male
Midlife,Private,176609,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,45,United-States,50,<=50K,White_Male,Midlife_Male
Youth,Private,371987,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,25,<=50K,White_Female,Youth_Female
Midlife,Private,193884,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Ecuador,50,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,200352,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,36,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,127595,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,31,<=50K,White_Female,Early Adulthood_Female
Early Adulthood,Local-gov,220419,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,29,<=50K,White_Male,Early Adulthood_Male
Youth,Private,231931,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,21,<=50K,White_Male,Youth_Male
Early Adulthood,Private,248402,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,27,<=50K,Black_Female,Early Adulthood_Female
Elderly,Private,111095,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,65,<=50K,White_Male,Elderly_Male
Early Adulthood,Self-emp-inc,57424,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,37,<=50K,White_Female,Early Adulthood_Female
Early Adulthood,?,157443,Masters,14,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,3464,0,40,?,39,<=50K,Asian-Pac-Islander_Female,Early Adulthood_Female
Youth,Private,278130,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,24,<=50K,White_Male,Youth_Male
Early Adulthood,Private,169469,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,80,United-States,38,<=50K,White_Male,Early Adulthood_Male
Midlife,Private,146268,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,48,>50K,White_Male,Midlife_Male
Youth,Private,153718,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States,21,<=50K,Asian-Pac-Islander_Female,Youth_Female
Early Adulthood,Private,217460,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,31,>50K,White_Male,Early Adulthood_Male
Midlife,Private,238638,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,United-States,55,>50K,White_Male,Midlife_Male
